MOCS ID,Fiscal Year,Source,Council Member,Legal Name of Organization,EIN,Status,amount,Agency,Program Name,Address,Address 2 (optional),City,State,Postcode,Purpose of Funds,Fiscal Conduit Name,FC EIN,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
FY21 01028,2021,Local,Gennaro,City University of New York,133893536,Cleared,5000,CUNY,Queens College - Taft Institute,695 Park Avenue,,New York,NY,10065,Funding to support establishing a community-based project to develop a new curriculum for teaching immigration to high school students.,,,MANHATTAN,40.768973,-73.965367,108,4,120,1081419,1014030001,Upper East Side-Carnegie Hill
FY21 01029,2021,Local,Koslowitz,City University of New York,133893536,Cleared,7350,CUNY,Queens College - Urban Studies Department,695 Park Avenue,,New York,NY,10065,"To provide funding support for a needs assessment that will include land use, transportation, gentrification and infrastructure implications. Resources will be used to engage students in the Urban Studies Department at Queens College.",,,MANHATTAN,40.768973,-73.965367,108,4,120,1081419,1014030001,Upper East Side-Carnegie Hill
FY21 01030,2021,Local,Speaker,City University of New York,133893536,Cleared,25000,CUNY,Queens College - Urban Studies Department,695 Park Avenue,,New York,NY,10065,"To research community issues including land use, transportation, gentrification and infrastructure implications throughout Queens.",,,MANHATTAN,40.768973,-73.965367,108,4,120,1081419,1014030001,Upper East Side-Carnegie Hill
FY21 01031,2021,Local,Dromm,City University of New York,136400434,Cleared,5000,CUNY,Queensborough Community College  - QPAC Saturday Gotta Dance,,,,,,To fund dance workshops that combine fitness with a theatrical component.,,,,,,,,,,,
FY21 01032,2021,Local,Grodenchik,City University of New York,136400434,Cleared,10000,CUNY,Queensborough Community College - After School Enrichment Program,,,,,,To help fund a series of After-School Performance Workshops.,,,,,,,,,,,
FY21 01033,2021,Local,Koslowitz,City University of New York,136400434,Cleared,5000,CUNY,Queensborough Community College - Annual Holocaust Freedom Seder,,,,,,To support the Annual Holocaust Freedom Seder program.,,,,,,,,,,,
FY21 01034,2021,Local,Ulrich,City University of New York,136400434,Cleared,5000,CUNY,Queensborough Community College - Children’s Book Club and Performance Series,,,,,,"Funds support QPAC’s Children’s Book Club and Performance series, involving an in-class book club program and theatrical performances for Queens's children in Council District 32.",,,,,,,,,,,
FY21 01035,2021,Local,Constantinides,City University of New York,136400434,Cleared,3000,CUNY,Queensborough Community College - Concert Program,,,,,,Funding will be used to support concert programming that is free and available to all.,,,,,,,,,,,
FY21 01036,2021,Local,Koo,City University of New York,136400434,Cleared,5000,CUNY,Queensborough Community College - Kupferberg Holocaust Center,,,,,,To fund the Asian Social Justice Internship program at the Kupferberg Holocaust Center at QCC.,,,,,,,,,,,
FY21 01038,2021,Local,Grodenchik,City University of New York,136400434,Cleared,15000,CUNY,Queensborough Community College - Kupferberg Holocaust Resource Center & Archives,,,,,,"To support the Kupferberg Holocaust Resource Center and Archives (KHRCA) to research, write, design, print, display and share exhibit programs.",,,,,,,,,,,
FY21 01039,2021,Local,Dromm,City University of New York,136400434,Cleared,7500,CUNY,Queensborough Community College - LGBT Program,,,,,,To fund LGBT-themed art and culture exhibit or presentation.,,,,,,,,,,,
FY21 01040,2021,Local,Koslowitz,City University of New York,136400434,Cleared,12000,CUNY,Queensborough Community College - Loyalty Program,,,,,,To support QPAC's events in Council District 29 and the Senior Loyalty Program which provides accessible and affordable world-class entertainment to students and community members.,,,,,,,,,,,
FY21 01041,2021,Local,Koo,City University of New York,136400434,Cleared,9000,CUNY,Queensborough Community College - QPAC Senior Loyalty Program,,,,,,"To fund the Senior Loyalty program for the QPAC, which funds theatre trips and musical programs to be presented at senior centers, including the Latimer Gardens Senior Center and North Flushing Senior Center.",,,,,,,,,,,
FY21 01042,2021,Local,Vallone,City University of New York,136400434,Cleared,10000,CUNY,Queensborough Community College - Senior Loyalty program,,,,,,Funding will be used to support QPAC’s Senior Loyalty program.,,,,,,,,,,,
FY21 01043,2021,Local,Speaker,City University of New York,136400434,Cleared,40000,CUNY,Queensborough Community College - Senior Loyalty Program,,,,,,To provide funding support for the Senior Loyalty Program.,,,,,,,,,,,
FY21 01044,2021,Local,Dromm,City University of New York,136400434,Cleared,5000,CUNY,Queensborough Community College - Student Fellow Program,,,,,,To support the Kupferberg Holocaust Center Student Fellowship program.,,,,,,,,,,,
FY21 01045,2021,Local,Vallone,City University of New York,136400434,Cleared,5000,CUNY,Queensborough Community College - Student Fellow program,,,,,,"Funding will help support various exhibits, education initiatives, community engagement programs and the student fellowship program.",,,,,,,,,,,
FY21 09065,2021,Local,Miller,City University of New York,133893536,Cleared,7500,CUNY,Queensborough Community College Auxiliary Enterprises Association,695 Park Avenue,,New York,NY,10065,Funding will support a series of Free-Hour Workshops in which QCC Students learn dance and/or musical theater techniques from professionals and Broadway performers.  Funding will also support performances at Allen Senior Center.,,,MANHATTAN,40.768973,-73.965367,108,4,120,1081419,1014030001,Upper East Side-Carnegie Hill
FY21 05535,2021,Peter F. Vallone Academic Scholarship,,City University of New York,133893536,Cleared,15753469,CUNY,Peter F. Vallone Academic Scholarship,695 Park Avenue,,New York,NY,10065,This allocation provides scholarships to eligible CUNY and FIT students during the 2019-2020 academic year.,,,MANHATTAN,40.768973,-73.965367,108,4,120,1081419,1014030001,Upper East Side-Carnegie Hill
FY21 06203,2021,Veterans Community Development,,City University of New York,133893536,Cleared,225000,CUNY,Return and Opportunity Program,695 Park Avenue,,New York,NY,10065,"Funding allocated to CUNY for the Project for Return and Opportunity Program, which aids veterans studying at CUNY in navigating GI benefits and facilitating their transition into student life.",,,MANHATTAN,40.768973,-73.965367,108,4,120,1081419,1014030001,Upper East Side-Carnegie Hill
FY21 06179,2021,Worker Cooperative Business Development Initiative,,City University of New York,133893536,Cleared,146600,CUNY,CUNY School of Law - Legal Services,695 Park Avenue,,New York,NY,10065,"To support the creation of jobs in worker cooperatives by coordinating education and training resources and by providing technical, legal, and financial assistance. The initiative funds a comprehensive citywide effort to reach cooperative entrepreneurs, provide for the start-up of new worker cooperative small businesses, and provide assistance to existing cooperatives. The initiative offers workforce development and concrete skills for unemployed, underemployed and discouraged workers in high-needs neighborhoods.",,,MANHATTAN,40.768973,-73.965367,108,4,120,1081419,1014030001,Upper East Side-Carnegie Hill
FY21 01046,2021,Aging,Brannan,City University of New York Community Colleges,461371336,Cleared,5000,DFTA,Aging Mastery Program,2001 Oriental Blvd.,,Brooklyn,NY,11235,Aging Mastery Program for seniors in Council District 43.,,,BROOKLYN,40.578497,-73.9349,315,48,616,3326937,3087600060,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
FY21 08307,2021,Support Our Seniors,Ulrich,City University of New York Community Colleges,461371336,Cleared,10000,DFTA,Aging Mastery Program,2001 Oriental Blvd.,,Brooklyn,NY,11235,This funding will support district based senior services.,,,BROOKLYN,40.578497,-73.9349,315,48,616,3326937,3087600060,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
FY21 01047,2021,Local,Speaker,"City Year, Inc.",222882549,Cleared,80000,DYCD,,City Year New York,55 Broad St. 24th Fl,New York,NY,10004,"For the After-school Heroes program offers safe, educational environments, facilitated by AmeriCorps members for unduplicated middle school youth in three of New York City’s highest-needs communities: East Harlem, Long Island City, and the South Bronx.",,,,,,,,,,,
FY21 01048,2021,Youth,Ampry-Samuel,"CITYarts, Inc.",132766701,Cleared,10000,DYCD,A Bridge to Peace,77 Bleecker Street,#C2-18,New York City,NY,10012,Funds will be used to support Young Minds Build Bridges - Pieces for Peace programming.,,,MANHATTAN,40.726634,-73.996042,102,1,5501,1084761,1005320020,West Village
FY21 01049,2021,Aging,Ayala,CityMeals on Wheels,133634381,Cleared,5000,DFTA,,355 Lexington Avenue,,new york,NY,10017,To provide funding for the delivery of fresh produce to homebound elderly.,,,MANHATTAN,40.750245,-73.976909,106,4,80,1036147,1012950023,Murray Hill-Kips Bay
FY21 01050,2021,Aging,Powers,CityMeals on Wheels,133634381,Cleared,5000,DFTA,,355 Lexington Avenue,,new york,NY,10017,Funding will support nutritious meals to homebound elderly in Council District 4.,,,MANHATTAN,40.750245,-73.976909,106,4,80,1036147,1012950023,Murray Hill-Kips Bay
FY21 01053,2021,Anti-Poverty,Brannan,CityMeals on Wheels,133634381,Cleared,5000,DFTA,Council District 43,355 Lexington Avenue,,new york,NY,10017,Funding to support meals on wheels programming and services in Council District 43.,,,MANHATTAN,40.750245,-73.976909,106,4,80,1036147,1012950023,Murray Hill-Kips Bay
FY21 01051,2021,Local,Diaz,CityMeals on Wheels,133634381,Cleared,7500,DFTA,,355 Lexington Avenue,,new york,NY,10017,Funding will be to support Emergency Food Packages.,,,MANHATTAN,40.750245,-73.976909,106,4,80,1036147,1012950023,Murray Hill-Kips Bay
FY21 01052,2021,Local,Moya,CityMeals on Wheels,133634381,Cleared,15000,DFTA,Council District 21,355 Lexington Avenue,,new york,NY,10017,Provide healthy meals and fresh produce to seniors in Council District 21.,,,MANHATTAN,40.750245,-73.976909,106,4,80,1036147,1012950023,Murray Hill-Kips Bay
FY21 05992,2021,"Senior Centers, Programs, and Enhancements",,CityMeals on Wheels,133634381,Cleared,500000,DFTA,,355 Lexington Avenue,,new york,NY,10017,This allocation funds emergency meals.,,,MANHATTAN,40.750245,-73.976909,106,4,80,1036147,1012950023,Murray Hill-Kips Bay
FY21 01054,2021,Local,Powers,"Civitas Citizens, Inc.",133132603,Cleared,5000,DYCD,,1457 Lexington Avenue,,New York,NY,10128,Funding will support environmental education and community outreach in Council District 4.,,,MANHATTAN,40.784854,-73.951659,108,5,15801,1048420,1015230020,Upper East Side-Carnegie Hill
FY21 01055,2021,Local,Kallos,"Civitas Citizens, Inc.",133132603,Cleared,20000,DYCD,,1457 Lexington Avenue,,New York,NY,10128,"To work with a professional land-use planner to analyze existing zoning regulations on the UES, and other similar surrounding neighborhoods, to study code amendments that will protect the character and architectural context of neighborhoods.",,,MANHATTAN,40.784854,-73.951659,108,5,15801,1048420,1015230020,Upper East Side-Carnegie Hill
FY21 01056,2021,Youth,Gibson,"Claremont Neighborhood Centers, Inc.",136016450,Cleared,10000,DYCD,Youth Programming - Council District 16,489 East 169th Street,,Bronx,NY,10456,"Funding to support expenses related to Afterschool & Summer program, including cultural excursions and trips. Funds will support the cost of transportation and admissions for youth in Council District 16.",,,BRONX,40.832965,-73.905669,203,16,14701,2092082,2029100001,Claremont-Bathgate
FY21 01061,2021,Anti-Poverty,Dromm,Class Size Matters,202169746,Cleared,7000,DYCD,Parent Outreach,124 Waverly Pl.,,New York,NY,10011,To fund general operating expenses to help with data analysis and public outreach around public education issues.,,,MANHATTAN,40.732689,-73.999599,102,1,65,1077271,1005520046,West Village
FY21 01057,2021,Local,Chin,Class Size Matters,202169746,Cleared,5000,DYCD,,124 Waverly Pl.,,New York,NY,10011,"Funds will provide general operating support for briefings, conferences, informational materials, and research on class size and other educational issues.",,,MANHATTAN,40.732689,-73.999599,102,1,65,1077271,1005520046,West Village
FY21 01058,2021,Youth,Levin,Class Size Matters,202169746,Cleared,2500,DYCD,,124 Waverly Pl.,,New York,NY,10011,To fund general operating expenses to help with data analysis and public outreach around public education issues.,,,MANHATTAN,40.732689,-73.999599,102,1,65,1077271,1005520046,West Village
FY21 01059,2021,Youth,Rosenthal,Class Size Matters,202169746,Cleared,3500,DYCD,,124 Waverly Pl.,,New York,NY,10011,Funds support creation of outreach material and information on education matters in public schools.,,,MANHATTAN,40.732689,-73.999599,102,1,65,1077271,1005520046,West Village
FY21 01060,2021,Youth,Johnson,Class Size Matters,202169746,Cleared,7500,DYCD,,124 Waverly Pl.,,New York,NY,10011,"Funding to support operating expenses including consumable supplies, printing costs, utilities, and other programming costs.",,,MANHATTAN,40.732689,-73.999599,102,1,65,1077271,1005520046,West Village
FY21 05060,2021,Coalition Theaters of Color,,"Classical Theatre of Harlem, Inc., The",134046782,Cleared,95000,DCLA,,8 W 126th Street,,New York,NY,10027,"This initiative supports the operations and programming of various theaters and cultural organizations, primarily in communities of color.",,,MANHATTAN,40.80734,-73.942384,110,9,200,1089797,1017230031,Central Harlem South
FY21 07199,2021,Cultural Immigrant Initiative,Perkins,"Classical Theatre of Harlem, Inc., The",134046782,Cleared,15000,DCLA,Cultural Programing,8 W 126th Street,,New York,NY,10027,The funds will be used to support cultural organizations to provide programming focused on the cultural history or traditions of an immigrant community in New York City. This initiative will help increase access to unique cultural offerings that focus on immigrant heritages.,,,MANHATTAN,40.80734,-73.942384,110,9,200,1089797,1017230031,Central Harlem South
FY21 01063,2021,Local,Levine,"Classical Theatre of Harlem, Inc., The",134046782,Cleared,7500,DCLA,2020-2021 Production Season & Programming,8 W 126th Street,,New York,NY,10027,Funding to support summer Shakespeare performances in Marcus Garvey Park.,,,MANHATTAN,40.80734,-73.942384,110,9,200,1089797,1017230031,Central Harlem South
FY21 01062,2021,Speaker's Initiative,,"Classical Theatre of Harlem, Inc., The",134046782,Cleared,10000,DCLA,,8 W 126th Street,,New York,NY,10027,"Funds will be used for CTH present Shakespeare’s Macbeth a free, unticketed, outdoor production. Funds will also support community outreach and audience engagement.",,,MANHATTAN,40.80734,-73.942384,110,9,200,1089797,1017230031,Central Harlem South
FY21 01064,2021,Local,Brannan,Climate Museum,475518278,Cleared,2500,DYCD,,"800 3rd Avenue, 21st Floor",,New York,NY,10022,Funds will be used to support the Climate Museum youth programs for residents of Council District 43.,,,MANHATTAN,40.755341,-73.971124,106,4,100,1036446,1013040033,Turtle Bay-East Midtown
FY21 01065,2021,Local,Constantinides,Climate Museum,475518278,Cleared,5000,DYCD,,"800 3rd Avenue, 21st Floor",,New York,NY,10022,"Funds will be used to support the Climate Museum programming, including community events, town halls, panels, and exhibitions.",,,MANHATTAN,40.755341,-73.971124,106,4,100,1036446,1013040033,Turtle Bay-East Midtown
FY21 05559,2021,Community Housing Preservation Strategies,,"Clinton Housing Development Company, Inc.",132851988,Cleared,25270,HPD,CCC,403 West 40th Street,,New York,NY,10018,"The Community Consultant Contract (CCC) initiative provides funding for the front-line anti-eviction/anti-displacement services that community groups provide. When a community resident is at risk of eviction, or when a constituent needs assistance with a housing case, they call the CCC-funded specialist at their local community group. These specialists are knowledgeable about a full range of available resources and use all applicable tools to keep New York City residents in housing they can afford. This initiative allows neighborhood-based groups to provide the following core housing services: tenant organization; code enforcement advocacy; housing court assistance; apartment repossession; and other housing-related public education.",,,MANHATTAN,40.757277,-73.993849,104,3,115,1083741,1010500029,Clinton
FY21 01066,2021,Local,Johnson,"Clinton Housing Development Company, Inc.",132851988,Cleared,3500,HPD,,403 West 40th Street,,New York,NY,10018,To help support tenant groups and tenant association workshops to help address housing repair issues and landlord/management issues.,,,MANHATTAN,40.757277,-73.993849,104,3,115,1083741,1010500029,Clinton
FY21 01067,2021,Youth,Brannan,"Club A-Elita, Inc.",815218002,Cleared,1000,DYCD,,2740 Cropsey Avenue 13A,,Brooklyn,NY,11214,"Funds for yoga instructors, instructor of healthy nutrition, journalism class teacher, journalists, technicians and operators serving events. Also for the purchase of food for event participants, rental of halls for events, materials, fabrics and tools.",,,BROOKLYN,40.587446,-73.989184,313,43,314,3321111,3069370048,Gravesend
FY21 01068,2021,Youth,Treyger,"Club A-Elita, Inc.",815218002,Cleared,4500,DYCD,,2740 Cropsey Avenue 13A,,Brooklyn,NY,11214,"Funds to cover costs of after school theater program for children, decorations, costumes, cameras and facilities usage.",,,BROOKLYN,40.587446,-73.989184,313,43,314,3321111,3069370048,Gravesend
FY21 05796,2021,Court-Involved Youth Mental Health Initiative,,"Coalition for Behavioral Health, Inc., The",132729071,Cleared,174250,DHMH,,"123 William Street, Suite 1901",,New York,NY,10038,"This allocation supports programs that utilize risk assessment tools to identify juveniles in the arrest process who require mental health services and that provide family counseling and respite services to families of court-involved youth. The initiative also supports efforts to connect community-based providers working with court-involved youth to other non-governmental organizations familiar with the Courts, the Administration for Children's Services (ACS), the Department of Correction (DOC), and other relevant City and State agencies.",,,MANHATTAN,40.709112,-74.006893,101,1,1502,1079063,1000780004,Battery Park City-Lower Manhattan
FY21 05863,2021,Mental Health Services for Vulnerable Populations,,"Coalition for Behavioral Health, Inc., The",132729071,Cleared,85000,DHMH,,"123 William Street, Suite 1901",,New York,NY,10038,"This funding supports community-based organizations and advocacy networks that provide a range of mental health programs, services, trainings, and referrals throughout the City, addressing the mental health needs of vulnerable and marginalized populations, such as HIV-positive people, suicidal individuals, and people with developmental disabilities. Additional populations of interest include children and youth, immigrants and people with limited English proficiency, homeless individuals and families, and at-risk seniors.",,,MANHATTAN,40.709112,-74.006893,101,1,1502,1079063,1000780004,Battery Park City-Lower Manhattan
FY21 06650,2021,Cultural After-School Adventure (CASA),D. Diaz,Coalition for Hispanic Family Services,133546023,Cleared,20000,DCLA,Public School 116K (32K116),"315 Wyckoff Avenue, 4th floor",,Brooklyn,NY,11237,This funding engages cultural programs and institutions to provide arts enrichment to students through after-school programs.,,,BROOKLYN,40.700045,-73.911981,304,37,439,3076376,3033380001,Bushwick North
FY21 01069,2021,Youth,Reynoso,Coalition for Hispanic Family Services,133546023,Cleared,5000,DYCD,Public School 123K,"315 Wyckoff Avenue, 4th floor",,Brooklyn,NY,11237,To support the Arts and Literacy After School program at P.S. 123K Suydam.,,,BROOKLYN,40.700045,-73.911981,304,37,439,3076376,3033380001,Bushwick North
FY21 01071,2021,Anti-Poverty,Gibson,"Coalition for the Homeless, Inc.",133072967,Cleared,8000,DHS,Feeding Site - Council District 16,129 Fulton Street,,New York,NY,10038,The funds will support the Coalition for the Homeless feeding site in Council District 16.,,,MANHATTAN,40.710105,-74.007495,101,1,1501,1001267,1000910013,Battery Park City-Lower Manhattan
FY21 01072,2021,Anti-Poverty,Salamanca,"Coalition for the Homeless, Inc.",133072967,Cleared,10000,DHS,Food Pantry Van,129 Fulton Street,,New York,NY,10038,Funding to support the food pantry van for the homeless in CD17.,,,MANHATTAN,40.710105,-74.007495,101,1,1501,1001267,1000910013,Battery Park City-Lower Manhattan
FY21 05544,2021,Citywide Homeless Prevention Fund,,"Coalition for the Homeless, Inc.",133072967,Cleared,418200,DSS/HRA,,129 Fulton Street,,New York,NY,10038,To support homelessness prevention programs that provide emergency grants to families in crisis and at risk of eviction in order to keep them in their homes and avoid the shelter system.,,,MANHATTAN,40.710105,-74.007495,101,1,1501,1001267,1000910013,Battery Park City-Lower Manhattan
FY21 07573,2021,Food Pantries,Bronx Delegation,"Coalition for the Homeless, Inc.",133072967,Cleared,5000,DYCD,,129 Fulton Street,,New York,NY,10038,"This funding supports food and hygiene product purchases and operational expenses for food pantries and soup kitchens, and supplies school-based pantries with food and personal hygiene products, for distribution to needy New Yorkers.",,,MANHATTAN,40.710105,-74.007495,101,1,1501,1001267,1000910013,Battery Park City-Lower Manhattan
FY21 07568,2021,Food Pantries,,"Coalition for the Homeless, Inc.",133072967,Cleared,50000,DYCD,,129 Fulton Street,,New York,NY,10038,"This funding supports food and hygiene product purchases and operational expenses for food pantries and soup kitchens, and supplies school-based pantries with food and personal hygiene products, for distribution to needy New Yorkers.",,,MANHATTAN,40.710105,-74.007495,101,1,1501,1001267,1000910013,Battery Park City-Lower Manhattan
FY21 07711,2021,Food Pantries,Manhattan Delegation,"Coalition for the Homeless, Inc.",133072967,Cleared,100000,DYCD,,129 Fulton Street,,New York,NY,10038,"This funding supports food and hygiene product purchases and operational expenses for food pantries and soup kitchens, and supplies school-based pantries with food and personal hygiene products, for distribution to needy New Yorkers.",,,MANHATTAN,40.710105,-74.007495,101,1,1501,1001267,1000910013,Battery Park City-Lower Manhattan
FY21 07712,2021,Food Pantries,Manhattan Delegation,"Coalition for the Homeless, Inc.",133072967,Cleared,6300,DYCD,Grand Central Mobile Food Pantry,129 Fulton Street,,New York,NY,10038,"This funding supports food and hygiene product purchases and operational expenses for food pantries and soup kitchens, and supplies school-based pantries with food and personal hygiene products, for distribution to needy New Yorkers.",,,MANHATTAN,40.710105,-74.007495,101,1,1501,1001267,1000910013,Battery Park City-Lower Manhattan
FY21 01070,2021,Local,Adams,"Coalition for the Homeless, Inc.",133072967,Cleared,10000,DHS,Bound for Success,129 Fulton Street,,New York,NY,10038,Funds will support tutoring and a variety of enriching activities to schoolkids living in shelter in Council District 28 including additional staff support.,,,MANHATTAN,40.710105,-74.007495,101,1,1501,1001267,1000910013,Battery Park City-Lower Manhattan
FY21 01074,2021,Local,Powers,"Coalition for the Homeless, Inc.",133072967,Cleared,7000,DHS,Grand Central Van Food Program - Council District 4,129 Fulton Street,,New York,NY,10038,Funding will support Grand Central Food program which serves meals to homeless and hungry people on the streets in Manhattan.,,,MANHATTAN,40.710105,-74.007495,101,1,1501,1001267,1000910013,Battery Park City-Lower Manhattan
FY21 01073,2021,Speaker's Initiative,,"Coalition for the Homeless, Inc.",133072967,Cleared,50000,DHS,Grand Central Food Program,129 Fulton Street,,New York,NY,10038,To serve meals every night of the year to homeless and hungry people on the streets in Manhattan (two vans with 17 feeding sites) and the Bronx (one van with eight feeding sites).,,,MANHATTAN,40.710105,-74.007495,101,1,1501,1001267,1000910013,Battery Park City-Lower Manhattan
FY21 01075,2021,Aging,Lander,Coalition of Institutionalized Aged and Disabled,133124614,Cleared,5000,DFTA,,425  EAST 25TH ST,,New York,NY,10010,"To support advocacy, educational and organizing services to the residents of adult and nursing homes.",,,MANHATTAN,40.737878,-73.97688,106,4,62,1069579,1009620100,Murray Hill-Kips Bay
FY21 01076,2021,Anti-Poverty,Gibson,"Coalition on Positive Health Empowerment, Inc.",272654975,Cleared,5000,DHMH,Health Savvy - Council District 16,127 West 127th Street,Suite 419,New York,NY,10027,"Funds to support Hep C Testing, HIV Awareness, Health Screening, Linkage to Care, and Events in Council District 16.",,,MANHATTAN,40.809488,-73.945496,110,9,224,1057904,1019120012,Central Harlem North-Polo Grounds
FY21 01077,2021,Anti-Poverty,Levine,"Coalition on Positive Health Empowerment, Inc.",272654975,Cleared,5000,DHMH,Health Savvy - Council District 7,127 West 127th Street,Suite 419,New York,NY,10027,To fund public health programs and services in Council District 7.,,,MANHATTAN,40.809488,-73.945496,110,9,224,1057904,1019120012,Central Harlem North-Polo Grounds
FY21 05305,2021,HIV/AIDS Faith Based Initiative,,"Coalition on Positive Health Empowerment, Inc.",272654975,Cleared,53550,DHMH,,127 West 127th Street,Suite 419,New York,NY,10027,"This allocation supports HIV/AIDS prevention, education, outreach, advocacy, and support services in local religious institutions and community-based organizations that engage vulnerable populations.",,,MANHATTAN,40.809488,-73.945496,110,9,224,1057904,1019120012,Central Harlem North-Polo Grounds
FY21 05382,2021,Public Health Funding Backfill,,"Coalition on Positive Health Empowerment, Inc.",272654975,Cleared,13388,DHMH,,127 West 127th Street,Suite 419,New York,NY,10027,"This allocation is designated as reimbursement for funding for six core services areas: Community Health Assessment, Family Health, Communicable Disease Control, Chronic Disease Prevention, Environmental Health, and Emergency Preparedness and Response.",,,MANHATTAN,40.809488,-73.945496,110,9,224,1057904,1019120012,Central Harlem North-Polo Grounds
FY21 06479,2021,A Greener NYC,Vallone,Coastal Preservation Network,510544114,Cleared,10000,DYCD,,9-22 119th st.,,College Point,NY,11356,"A Greener NYC supports environmentally friendly programs that encourage education, advocacy, community service, and green-job training, contributing to the improvement and
conservation of NYC’s air, land, energy, open spaces, and other vital resources.",,,QUEENS,40.789096,-73.848872,407,19,929,4097523,4040250016,College Point
FY21 01079,2021,Youth,Ampry-Samuel,"CodyCares for Kids, Inc.",542167738,Cleared,5000,DYCD,,1692 East 45 Street,,Brooklyn,NY,11234,"To provide supplies and materials needed for Cody Cares programs, activities and teen hall meetings.",,,BROOKLYN,40.619445,-73.931791,318,45,650,3219664,3078690068,Flatlands
FY21 04985,2021,Alternatives to Incarceration (ATI's),,"College and Community Fellowship, Inc., The",311720017,Cleared,540000,MOCJ,,"475 Riverside Drive, Suite 1626",,New York,NY,10115,"Funding will support alternative-to-incarceration (ATI) programs that provide individuals involved in the criminal justice system with intermediate sanctions, such as community service and substance abuse counseling, as an alternative to pre-trial detention, sentence to jail, or prison. Other services provided for current and formerly incarcerated individuals include short-term and long-term housing, job placement and vocational training.",,,MANHATTAN,40.811101,-73.964168,109,7,205,,,Morningside Heights
FY21 01081,2021,Local,Rodriguez,"College EDge, Inc.",901006178,Cleared,5000,DYCD,,4620 Delafield Ave,,Riverdale,NY,10471,To support the college readiness program at Yeshiva University.,,,BRONX,40.894286,-73.906946,208,11,335,2084457,2058222630,North Riverdale-Fieldston-Riverdale
FY21 01082,2021,Local,Vallone,"College Point Community Ambulance Corps, Inc.",116037745,Cleared,5000,FDNY,Emergency Ambulance Service,123-06 18th Avenue,,College Point,NY,11356,"The funds will be used to cover operating costs, assist in recruitment and retention of volunteers, and to offset the cost of emergency ambulance operation.",,,QUEENS,40.783214,-73.844761,407,19,925,4098865,4041290019,College Point
FY21 07133,2021,Cultural Immigrant Initiative,Kallos,Colonial Dames of America,131677400,Cleared,10000,DCLA,,421 East 61st Street,,New York,NY,10065,The funds will be used to support cultural organizations to provide programming focused on the cultural history or traditions of an immigrant community in New York City. This initiative will help increase access to unique cultural offerings that focus on immigrant heritages.,,,MANHATTAN,40.760589,-73.960401,108,5,10602,1045284,1014560012,Lenox Hill-Roosevelt Island
FY21 01083,2021,Local,Kallos,Colonial Dames of America,131677400,Cleared,7500,DCLA,,421 East 61st Street,,New York,NY,10065,Fund free and low-cost programs for the community at the Mount Vernon Hotel and Museum noticed through Council District 5 monthly newsletter and website.,,,MANHATTAN,40.760589,-73.960401,108,5,10602,1045284,1014560012,Lenox Hill-Roosevelt Island
FY21 06423,2021,A Greener NYC,Grodenchik,"Colonial Farmhouse Restoration Society of Bellerose, Inc.",112508369,Cleared,40000,DYCD,,73-50 Little Neck Parkway,,Floral Park,NY,11004,"A Greener NYC supports environmentally friendly programs that encourage education, advocacy, community service, and green-job training, contributing to the improvement and
conservation of NYC’s air, land, energy, open spaces, and other vital resources.",,,QUEENS,40.748163,-73.719431,413,23,1567,4572707,4084010001,Bellerose
FY21 06821,2021,Cultural After-School Adventure (CASA),Moya,"Colonial Farmhouse Restoration Society of Bellerose, Inc.",112508369,Cleared,20000,DCLA,Intermediate School 227Q (30Q227),73-50 Little Neck Parkway,,Floral Park,NY,11004,This funding engages cultural programs and institutions to provide arts enrichment to students through after-school programs.,,,QUEENS,40.748163,-73.719431,413,23,1567,4572707,4084010001,Bellerose
FY21 06691,2021,Cultural After-School Adventure (CASA),Holden,"Colonial Farmhouse Restoration Society of Bellerose, Inc.",112508369,Cleared,20000,DCLA,Public School / Intermediate School 87Q (24Q087),73-50 Little Neck Parkway,,Floral Park,NY,11004,This funding engages cultural programs and institutions to provide arts enrichment to students through after-school programs.,,,QUEENS,40.748163,-73.719431,413,23,1567,4572707,4084010001,Bellerose
FY21 06692,2021,Cultural After-School Adventure (CASA),Holden,"Colonial Farmhouse Restoration Society of Bellerose, Inc.",112508369,Cleared,20000,DCLA,Public School 153Q (24Q153),73-50 Little Neck Parkway,,Floral Park,NY,11004,This funding engages cultural programs and institutions to provide arts enrichment to students through after-school programs.,,,QUEENS,40.748163,-73.719431,413,23,1567,4572707,4084010001,Bellerose
FY21 06970,2021,Cultural After-School Adventure (CASA),Grodenchik,"Colonial Farmhouse Restoration Society of Bellerose, Inc.",112508369,Cleared,20000,DCLA,Public School 191Q (26Q191),73-50 Little Neck Parkway,,Floral Park,NY,11004,This funding engages cultural programs and institutions to provide arts enrichment to students through after-school programs.,,,QUEENS,40.748163,-73.719431,413,23,1567,4572707,4084010001,Bellerose
FY21 06690,2021,Cultural After-School Adventure (CASA),Holden,"Colonial Farmhouse Restoration Society of Bellerose, Inc.",112508369,Cleared,20000,DCLA,Public School 229Q Emanuel Kaplan (24Q229),73-50 Little Neck Parkway,,Floral Park,NY,11004,This funding engages cultural programs and institutions to provide arts enrichment to students through after-school programs.,,,QUEENS,40.748163,-73.719431,413,23,1567,4572707,4084010001,Bellerose
