MOCS ID,Fiscal Year,Source,Council Member,Legal Name of Organization,EIN,Status,amount,Agency,Program Name,Address,Address 2 (optional),City,State,Postcode,Purpose of Funds,Fiscal Conduit Name,FC EIN,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
FY19 09927,2019,Local,Kallos,City University of New York,133893536,Cleared,15000,CUNY,CUNY School of Law - Legal Clinics,CUNY School of Law - CLRN,2 Court Square,Long Island City,NY,11101,"To support free legal clinics in Council District 5 for residents twice monthly for housing and one monthly for small claims, noticed through Council District 5 monthly newsletter and website.",,,,,,,,,,,
FY19 09919,2019,Local,Dromm,City University of New York,133893536,Cleared,7500,CUNY,CUNY School of Law - Legal consultations,CUNY School of Law - CLRN,2 Court Square,Long Island City,NY,11101,To support legal services including information and consultations in Council District 25.,,,,,,,,,,,
FY19 09922,2019,Local,Koo,City University of New York,133893536,Cleared,4000,CUNY,CUNY School of Law - Legal Services,CUNY School of Law - CLRN,2 Court Square,Long Island City,NY,11101,"To support legal services including advice and assistance in the areas of elder care, consumer and debt, foreclosures, immigrant, small business, family law, tenant issues, etc. at KACE.",,,,,,,,,,,
FY19 09920,2019,Local,Diaz,City University of New York,133893536,Cleared,10000,CUNY,CUNY School of Law - Legal Services,CUNY School of Law - CLRN,2 Court Square,Long Island City,NY,11101,"To provide legal services to immigrants, low-and middle-income populations, and other underserved communities, on foreclosure, elder care issues, immigration, tenant issues, family law, consumer and debt issues, and wills.",,,,,,,,,,,
FY19 09968,2019,Anti-Poverty,Cornegy,City University of New York,133893536,Cleared,10000,CUNY,CUNY School of Law - Legal Services,CUNY School of Law - CLRN,2 Court Square,Long Island City,NY,11101,Funds will be used to support legal services including advice and assistance.,,,,,,,,,,,
FY19 09925,2019,Local,Grodenchik,City University of New York,133893536,Cleared,11000,CUNY,CUNY School of Law - Legal Services,CUNY School of Law - CLRN,2 Court Square,Long Island City,NY,11101,To support legal services within Council District 23.,,,,,,,,,,,
FY19 09989,2019,Worker Cooperative Business Development Initiative,,City University of New York,133893536,Cleared,15017,CUNY,CUNY School of Law - Legal Services,2 Court Square,,Long Island City,NY,11101,"The Worker Cooperative Business Development initiative will support the creation of jobs in worker cooperatives by coordinating education and training resources and by providing technical, legal, and financial assistance. The initiative will fund a comprehensive citywide effort to reach cooperative entrepreneurs, provide for the start-up of new worker cooperative small businesses, and provide assistance to existing cooperatives. The initiative will offer workforce development and concrete skills for unemployed, underemployed and discouraged workers in high-needs neighborhoods.",,,QUEENS,40.747571,-73.943522,402,26,19,4539429,4004377501,Hunters Point-Sunnyside-West Maspeth
FY19 09981,2019,Immigrant Opportunities Initiative,,City University of New York,133893536,Cleared,24000,CUNY,CUNY School of Law - Legal Services,CUNY School of Law - CLRN,2 Court Square,Long Island City,NY,11101,"This allocation supports legal services for recent immigrants to assist with applications for citizenship or permanent residency, and various other immigrant related legal services.",,,,,,,,,,,
FY19 09926,2019,Local,Cabrera,City University of New York,133893536,Cleared,30000,CUNY,CUNY School of Law - Legal Services,CUNY School of Law - CLRN,2 Court Square,Long Island City,NY,11101,Funding will support legal services including advice and assistance in Council District 14.,,,,,,,,,,,
FY19 09924,2019,Local,Adams,City University of New York,133893536,Cleared,42000,CUNY,CUNY School of Law - Legal Services,CUNY School of Law - CLRN,2 Court Square,Long Island City,NY,11101,To support legal services including information and consultations in Council District 28.,,,,,,,,,,,
FY19 09984,2019,Worker Cooperative Business Development Initiative,,City University of New York,133893536,Cleared,63453,CUNY,CUNY School of Law - Legal Services,2 Court Square,,Long Island City,NY,11101,"The Worker Cooperative Business Development initiative will support the creation of jobs in worker cooperatives by coordinating education and training resources and by providing technical, legal, and financial assistance. The initiative will fund a comprehensive citywide effort to reach cooperative entrepreneurs, provide for the start-up of new worker cooperative small businesses, and provide assistance to existing cooperatives. The initiative will offer workforce development and concrete skills for unemployed, underemployed and discouraged workers in high-needs neighborhoods.",,,QUEENS,40.747571,-73.943522,402,26,19,4539429,4004377501,Hunters Point-Sunnyside-West Maspeth
FY19 09982,2019,Worker Cooperative Business Development Initiative,,City University of New York,133893536,Cleared,94000,CUNY,CUNY School of Law - Legal Services,2 Court Square,,Long Island City,NY,11101,"The Worker Cooperative Business Development initiative will support the creation of jobs in worker cooperatives by coordinating education and training resources and by providing technical, legal, and financial assistance. The initiative will fund a comprehensive citywide effort to reach cooperative entrepreneurs, provide for the start-up of new worker cooperative small businesses, and provide assistance to existing cooperatives. The initiative will offer workforce development and concrete skills for unemployed, underemployed and discouraged workers in high-needs neighborhoods.",,,QUEENS,40.747571,-73.943522,402,26,19,4539429,4004377501,Hunters Point-Sunnyside-West Maspeth
FY19 09929,2019,Local,Barron,City University of New York,133893536,Cleared,20000,CUNY,Medgar Evers College - CUNY Pipeline 42nd CD Programming,1650 Bedford Avenue,,Brooklyn,NY,11225,Funding to support operating expense costs for MEC Brooklyn Pipeline Educational Programming.,,,BROOKLYN,40.666269,-73.956676,309,35,325,3034075,3012940001,Crown Heights South
FY19 09917,2019,Local,Constantinides,City University of New York,133893536,Cleared,7000,CUNY,CUNY School of Law - The Center for Urban Enviornmental Reform,2 Court Square,,Long Island City,NY,11101,Funds will be used to support environmental education programming to various schools in Council District 22.,,,QUEENS,40.747571,-73.943522,402,26,19,4539429,4004377501,Hunters Point-Sunnyside-West Maspeth
FY19 09651,2019,Ending the Epidemic,,City University of New York,133893536,Cleared,50000,CUNY,CUNY School of Public Health: Ending the Epidemic,,,,,,"This funding supports prevention, education, outreach, and support services that align with the Ending the Epidemic (ETE) framework, and connects clients to healthcare and medication, including Pre-Exposure Prophylaxis (PrEP) and Post-Exposure Prophylaxis (PEP).",,,,,,,,,,,
FY19 05378,2019,Joseph S. Murphy Institute Center for Worker Education,,City University of New York,133893536,Cleared,1000000,CUNY,CUNY School of Urban and Labor Studies,,,,,,This allocation provides access to education for working adults and training for New York City union members.,,,,,,,,,,,
FY19 05375,2019,CUNY Research Institutes,,City University of New York,133893536,Cleared,285000,CUNY,Haitian Studies Institute at Brooklyn College,,,,,,"This allocation supports six research-focused, non-degree granting institutes housed in colleges within the City University of New York.",,,,,,,,,,,
FY19 09928,2019,Local,Rodriguez,City University of New York,136400434,Cleared,6000,CUNY,Hostos Community College - Teacher Training Program,500 Grand Concourse,,Bronx,NY,10451,"Funding to support the operating expenses of the Teacher Training program including, transportation, and course materials.",,,BRONX,40.818086,-73.927515,201,17,51,2001019,2023430032,Mott Haven-Port Morris
FY19 09985,2019,LGBT Community Services,,City University of New York,133893536,Cleared,50000,CUNY,Hunter College - LGBT Social Science and Public Policy,,,,,,"This funding supports the Outer Borough LGBT Services Consortium, which works to increase coordinated delivery of health and human services for LGBT people and families in the outer boroughs of NYC.",,,,,,,,,,,
FY19 02460,2019,Local,Rosenthal,City University of New York,133893536,Cleared,5000,CUNY,John Jay College of Criminal Justice - Community Performance & Visual Arts Spotlight Series,524 West 59th Street,,New York,NY,10019,Funds support the Community performance and Visual arts spotlight series.,,,MANHATTAN,40.770794,-73.988534,104,6,147,1027084,1010870005,Lincoln Square
FY19 02459,2019,Local,Brannan,City University of New York,133893536,Cleared,5000,CUNY,John Jay College of Criminal Justice - Seeing Rape Initiative,524 West 59th Street,,New York,NY,10019,"To fund the ""Seeing Rape"" Initiative at John Jay College.",,,MANHATTAN,40.770794,-73.988534,104,6,147,1027084,1010870005,Lincoln Square
FY19 02559,2019,Local,Koo,City University of New York,136400434,Cleared,5000,CUNY,LaGuardia and Wagner Archives,"31-10 Thomson Avenue, Room E-238",,Long Island City,NY,11101,To support the New York City Council Collection at LaGuardia Community College.,,,QUEENS,40.744902,-73.935022,402,26,179,4003534,4002780001,Hunters Point-Sunnyside-West Maspeth
FY19 02558,2019,Local,Dromm,City University of New York,136400434,Cleared,15500,CUNY,LaGuardia and Wagner Archives,"31-10 Thomson Avenue, Room E-238",,Long Island City,NY,11101,To fund maintenance of New York City Council Collection.,,,QUEENS,40.744902,-73.935022,402,26,179,4003534,4002780001,Hunters Point-Sunnyside-West Maspeth
FY19 02560,2019,Local,Speaker,City University of New York,136400434,Cleared,50000,CUNY,LaGuardia and Wagner Archives,"31-10 Thomson Avenue, Room E-238",,Long Island City,NY,11101,To fund the LGBTQ Public History Project.,,,QUEENS,40.744902,-73.935022,402,26,179,4003534,4002780001,Hunters Point-Sunnyside-West Maspeth
FY19 02561,2019,Local,Speaker,City University of New York,136400434,Cleared,150000,CUNY,LaGuardia and Wagner Archives,"31-10 Thomson Avenue, Room E-238",,Long Island City,NY,11101,To provide funding for the maintenance of New York City Council Collection.,,,QUEENS,40.744902,-73.935022,402,26,179,4003534,4002780001,Hunters Point-Sunnyside-West Maspeth
FY19 09973,2019,Adult Literacy Initiative,,City University of New York,136400434,Cleared,100000,CUNY,LaGuardia Community College Adult Literacy Initiative,"230 West 41st Street, 7th floor",,New York,NY,10036-7207,"This funding creates additional basic literacy, English for Speakers of Other Languages and Graduate Equivalency Degree classes for adults who cannot read, write or speak English, in addition to funding support services such as counseling and case management for students.",,,,,,,,,,,
FY19 09520,2019,Local,Cohen,City University of New York,133893536,Cleared,10000,CUNY,Lehman College - Stages Summerworx Festival,,,,,,Funds will be used to support expenses related to the Lehman Stages Summerworx festival.,,,,,,,,,,,
FY19 05373,2019,CUNY Research Institutes,,City University of New York,136400434,Cleared,250000,CUNY,LGBTQ Public History Project at LaGuardia Community College,,,,,,"This allocation supports six research-focused, non-degree granting institutes housed in colleges within the City University of New York.",,,,,,,,,,,
FY19 09988,2019,Civic Education in New York City Schools,,City University of New York,133893536,Cleared,50000,CUNY,Medgar Evers College,1650 Bedford Avenue,,Brooklyn,NY,11225,This initiative will support students from CUNY colleges who will lead semester-long action civics programs for middle and high school students in DOE schools.,,,BROOKLYN,40.666269,-73.956676,309,35,325,3034075,3012940001,Crown Heights South
FY19 09956,2019,Local,Barron,City University of New York,133893536,Cleared,10000,CUNY,Medgar Evers College -  Center for Black Literature 4th CD Programming,"230 West 41st Street, 7th Floor",,New York,NY,10036-7207,Funding to support operating expense costs for community literary arts programming.,,,,,,,,,,,
FY19 09957,2019,Local,Cornegy,City University of New York,133893536,Cleared,5000,CUNY,Medgar Evers College -  Racial Justice Project,"230 West 41st Street, 7th Floor",,New York,NY,10036-7207,"Funding to support the Racial Justice Project, including forums, seminars/workshops and community education.",,,,,,,,,,,
FY19 09960,2019,Local,Speaker,City University of New York,133893536,Cleared,25000,CUNY,Medgar Evers College - Center for Black Literature,"230 West 41st Street, 7th Floor",,New York,NY,10036-7207,"Funds would also be used to support the John Oliver Killens Reading Series, named after John Oliver Killens, the late writer-in-residence at Medgar Evers and the North Country Institute and Retreat for Writers of Color.",,,,,,,,,,,
FY19 09930,2019,Local,Speaker,City University of New York,133893536,Cleared,175000,CUNY,Medgar Evers College - CUNY Pipeline Program,1650 Bedford Avenue,,Brooklyn,NY,11225,Funds will support the operating costs incurred with Medgar Evers College's Pipeline Program/ Parent Academy.,,,BROOKLYN,40.666269,-73.956676,309,35,325,3034075,3012940001,Crown Heights South
FY19 09959,2019,Local,Speaker,City University of New York,133893536,Cleared,25000,CUNY,Medgar Evers College - Law and Social Justice Racial Justice Advocates Project,"230 West 41st Street, 7th Floor",,New York,NY,10036-7207,"Funding to support conducting community trainings at community meetings, adult education programs and colleges, community based organizations and faith based organizations.",,,,,,,,,,,
FY19 09962,2019,Local,Speaker,City University of New York,133893536,Cleared,25000,CUNY,Medgar Evers College - Law and Social Justice Racial Justice Advocates Project,"230 West 41st Street, 7th Floor",,New York,NY,10036-7207,"Funding to support conducting community trainings at community meetings, adult education programs and colleges, community based organizations and faith based organizations.",,,,,,,,,,,
FY19 09971,2019,Adult Literacy Initiative,,City University of New York,133893536,Cleared,75000,CUNY,Medgar Evers College Adult Literacy Initiative,1650 Bedford Avenue,,Brooklyn,NY,11225,"This funding creates additional basic literacy, English for Speakers of Other Languages and Graduate Equivalency Degree classes for adults who cannot read, write or speak English, in addition to funding support services such as counseling and case management for students.",,,BROOKLYN,40.666269,-73.956676,309,35,325,3034075,3012940001,Crown Heights South
FY19 09972,2019,Adult Literacy Initiative,,City University of New York,133893536,Cleared,100000,CUNY,NYC City College of Technology Adult Literacy Initiative,"230 West 41st Street, 7th floor",,New York,NY,10036-7207,"This funding creates additional basic literacy, English for Speakers of Other Languages and Graduate Equivalency Degree classes for adults who cannot read, write or speak English, in addition to funding support services such as counseling and case management for students.",,,,,,,,,,,
FY19 05379,2019,Peter F. Vallone Academic Scholarship,,City University of New York,133893536,Cleared,14293469,CUNY,Peter F. Vallone Academic Scholarship,,,,,,"This allocation will provide client-based scholarships to CUNY and FIT students during the 2018-2019 academic year, of eligible students are first-time, first-year college students who have graduated from a New York City high school in the past year with a college admissions average (GPA) of 80 or higher and cautioning students who maintain a cumulative grade point average (GPA) of 3.0 or higher.",,,,,,,,,,,
FY19 09933,2019,Local,Koo,City University of New York,133893536,Cleared,5000,CUNY,Queens College  - Asian American Community Project,65-30 Kissena Blvd,Delany Hall 216,Flushing,NY,11367,"To support programmatic and operational costs of a year-long project to increase college students’ awareness of local Asian American communities by engaging them in civic participation, community activities, and organizations.",,,QUEENS,40.736707,-73.814703,408,24,809,4141870,4065170001,Kew Gardens Hills
FY19 09934,2019,Local,Grodenchik,City University of New York,133893536,Cleared,7500,CUNY,Queens College - CERRU Fellowship,65-30 Kissena Blvd,Delany Hall 216,Flushing,NY,11367,Funding to support operating expenses of CERRU programming and events.,,,QUEENS,40.736707,-73.814703,408,24,809,4141870,4065170001,Kew Gardens Hills
FY19 09932,2019,Local,Lancman,City University of New York,133893536,Cleared,5000,CUNY,Queens College - Footsteps Program,65-30 Kissena Blvd,Delany Hall 216,Flushing,NY,11367,Funding to support operational and administrative costs related to the Queens College Footsteps Project.,,,QUEENS,40.736707,-73.814703,408,24,809,4141870,4065170001,Kew Gardens Hills
FY19 09931,2019,Local,Constantinides,City University of New York,133893536,Cleared,5000,CUNY,Queens College - Greek Studies Program,65-30 Kissena Blvd,Delany Hall 216,Flushing,NY,11367,Funding will be used to support Byzantine and Modern Greek cultural programming and studies.,,,QUEENS,40.736707,-73.814703,408,24,809,4141870,4065170001,Kew Gardens Hills
FY19 09961,2019,Local,Lancman,City University of New York,133893536,Cleared,5000,CUNY,Queens College - Taft Institute for Government,Taft Institute,65-30 Kissena Blvd,Queens,NY,11367-1597,Funding to support establishing a community-based project to develop a new curriculum for teaching immigration to high school students.,,,,,,,,,,,
FY19 01008,2019,Local,Speaker,City University of New York,133893536,Cleared,40000,CUNY,Queens College Louis Armstrong World Festival,,,,,,To provide funding for the Louis Armstrong World Festival.,,,,,,,,,,,
FY19 09939,2019,Local,Dromm,City University of New York,136400434,Cleared,5000,CUNY,Queensborough Community College  - Saturday Night Sing-Along,222-05 56th Avenue,,Bayside,NY,11364,To fund Saturday Night Sing-along Film series.,,,QUEENS,40.75349,-73.757957,411,23,138501,4439440,4074900002,Oakland Gardens
FY19 09951,2019,Local,Grodenchik,City University of New York,136400434,Cleared,10000,CUNY,Queensborough Community College - After School Enrichment Program,222-05 56th Avenue,,Bayside,NY,11364,To help fund a series of After-School Performance Workshops.,,,QUEENS,40.75349,-73.757957,411,23,138501,4439440,4074900002,Oakland Gardens
FY19 09948,2019,Local,Lancman,City University of New York,136400434,Cleared,10000,CUNY,Queensborough Community College - After School Performance Workshops,222-05 56th Avenue,,Bayside,NY,11364,Funding to support cultural programs accessible to Queens residents through After School Performance Workshops provided by professionals for students in local schools.,,,QUEENS,40.75349,-73.757957,411,23,138501,4439440,4074900002,Oakland Gardens
FY19 09936,2019,Local,Koslowitz,City University of New York,136400434,Cleared,5000,CUNY,Queensborough Community College - Annual Holocaust Freedom Seder,222-05 56th Avenue,,Bayside,NY,11364,To support the Annual Holocaust Freedom Seder program.,,,QUEENS,40.75349,-73.757957,411,23,138501,4439440,4074900002,Oakland Gardens
FY19 09944,2019,Local,Koo,City University of New York,136400434,Cleared,3000,CUNY,Queensborough Community College - Art Gallery,222-05 56th Avenue,,Bayside,NY,11364,"Funding to support QCC Art Gallery’s new exhibition, Goya: Un Joven Pintor en Formacion/Goya: A Young Painter in Training.",,,QUEENS,40.75349,-73.757957,411,23,138501,4439440,4074900002,Oakland Gardens
FY19 09945,2019,Local,Koo,City University of New York,136400434,Cleared,5000,CUNY,Queensborough Community College - Asian Social Justice Internship Program,222-05 56th Avenue,,Bayside,NY,11364,To fund the Asian Social Justice Internship program.,,,QUEENS,40.75349,-73.757957,411,23,138501,4439440,4074900002,Oakland Gardens
FY19 09954,2019,Local,Ulrich,City University of New York,136400434,Cleared,5000,CUNY,Queensborough Community College - Children’s Book Club and Performance Series,222-05 56th Avenue,,Bayside,NY,11364,"Funds support QPAC’s Children’s Book Club and performance series, involving an in-class book club program and theatrical performances for Queens's children in Council District 32.",,,QUEENS,40.75349,-73.757957,411,23,138501,4439440,4074900002,Oakland Gardens
FY19 09942,2019,Local,Constantinides,City University of New York,136400434,Cleared,3000,CUNY,Queensborough Community College - Concert Program,222-05 56th Avenue,,Bayside,NY,11364,Funding will be used to support a concert program that is free and available to all.,,,QUEENS,40.75349,-73.757957,411,23,138501,4439440,4074900002,Oakland Gardens
FY19 09946,2019,Local,Lancman,City University of New York,136400434,Cleared,7500,CUNY,Queensborough Community College - Concert Program,222-05 56th Avenue,,Bayside,NY,11364,Funding will go towards concerts within Council District 24.,,,QUEENS,40.75349,-73.757957,411,23,138501,4439440,4074900002,Oakland Gardens
FY19 09953,2019,Local,Miller,City University of New York,136400434,Cleared,7500,CUNY,Queensborough Community College - Free Hour Workshops,222-05 56th Avenue,,Bayside,NY,11364,Funding will support a series of Free-Hour Workshops in which QCC Students learn dance and/or musical theater techniques from professionals and Broadway performers. Funding will also support performances at Allen Senior Center.,,,QUEENS,40.75349,-73.757957,411,23,138501,4439440,4074900002,Oakland Gardens
FY19 09947,2019,Local,Lancman,City University of New York,136400434,Cleared,10000,CUNY,Queensborough Community College - Kupferbeg Holocaust Center,222-05 56th Avenue,,Bayside,NY,11364,Funding to support the Kupferberg Holocaust Center at Queensborough Community College.,,,QUEENS,40.75349,-73.757957,411,23,138501,4439440,4074900002,Oakland Gardens
FY19 09955,2019,Local,Speaker,City University of New York,136400434,Cleared,50000,CUNY,Queensborough Community College - Kupferberg Holocaust Center,222-05 56th Avenue,,Bayside,NY,11364,"To support the research, planning, and writing stages of an exhibition for Fall 2018.",,,QUEENS,40.75349,-73.757957,411,23,138501,4439440,4074900002,Oakland Gardens
FY19 09969,2019,Boro,Queens Delegation,City University of New York,136400434,Cleared,50000,CUNY,Queensborough Community College - Kupferberg Holocaust Center,222-05 56th Avenue,,Bayside,NY,11364,"To support the research, planning, and writing stages of an exhibition for Fall 2018.",,,QUEENS,40.75349,-73.757957,411,23,138501,4439440,4074900002,Oakland Gardens
FY19 09952,2019,Local,Grodenchik,City University of New York,136400434,Cleared,15000,CUNY,Queensborough Community College - Kupferberg Holocaust Center Lecture & Film Series,222-05 56th Avenue,,Bayside,NY,11364,"To support the KHRCA to research, write, design, print, display and share exhibit programs.",,,QUEENS,40.75349,-73.757957,411,23,138501,4439440,4074900002,Oakland Gardens
FY19 09949,2019,Local,Dromm,City University of New York,136400434,Cleared,7500,CUNY,Queensborough Community College - LGBT Program,222-05 56th Avenue,,Bayside,NY,11364,To fund LGBT-themed art and culture exhibit or presentation.,,,QUEENS,40.75349,-73.757957,411,23,138501,4439440,4074900002,Oakland Gardens
FY19 09935,2019,Local,Koslowitz,City University of New York,136400434,Cleared,10000,CUNY,Queensborough Community College - Loyalty Program,222-05 56th Avenue,,Bayside,NY,11364,To support QPAC's events in Council District 29 and the Senior Loyalty Program which provides accessible and affordable world-class entertainment to students and community members.,,,QUEENS,40.75349,-73.757957,411,23,138501,4439440,4074900002,Oakland Gardens
FY19 09986,2019,Cultural After-School Adventure (CASA),Koslowitz,City University of New York,136400434,Cleared,20000,CUNY,Queensborough Community College - Public School 196Q After School Program,222-05 56th Avenue,,Bayside,NY,11364,To support arts enrichment offered to students through after-school programs.,,,QUEENS,40.75349,-73.757957,411,23,138501,4439440,4074900002,Oakland Gardens
FY19 09983,2019,Cultural After-School Adventure (CASA),Dromm,City University of New York,136400434,Cleared,20000,CUNY,Queensborough Community College - Public School 280Q After School Program,222-05 56th Avenue,,Bayside,NY,11364,To support arts enrichment offered to students through after-school programs.,,,QUEENS,40.75349,-73.757957,411,23,138501,4439440,4074900002,Oakland Gardens
FY19 09937,2019,Local,Holden,City University of New York,136400434,Cleared,5000,CUNY,Queensborough Community College - Senior Loyalty Program,222-05 56th Avenue,,Bayside,NY,11364,Funds to be used to support the Senior Loyalty Program and for programming for schools in Council District 30.,,,QUEENS,40.75349,-73.757957,411,23,138501,4439440,4074900002,Oakland Gardens
FY19 09950,2019,Local,Moya,City University of New York,136400434,Cleared,5000,CUNY,Queensborough Community College - Senior Loyalty Program,222-05 56th Avenue,,Bayside,NY,11364,Funding for theatre trips and musical programs that are presented at neighboring senior centers.,,,QUEENS,40.75349,-73.757957,411,23,138501,4439440,4074900002,Oakland Gardens
FY19 09941,2019,Local,Vallone,City University of New York,136400434,Cleared,7500,CUNY,Queensborough Community College - Senior Loyalty Program,222-05 56th Avenue,,Bayside,NY,11364,Funding will be used to support QPAC’s Senior Loyalty program.,,,QUEENS,40.75349,-73.757957,411,23,138501,4439440,4074900002,Oakland Gardens
FY19 09943,2019,Local,Koo,City University of New York,136400434,Cleared,7500,CUNY,Queensborough Community College - Senior Loyalty Program,222-05 56th Avenue,,Bayside,NY,11364,"To fund the Senior Loyalty program, which funds theatre trips and musical programs to be presented at senior centers, including the Latimer Gardens Senior Center and North Flushing Senior Center.",,,QUEENS,40.75349,-73.757957,411,23,138501,4439440,4074900002,Oakland Gardens
FY19 09938,2019,Local,Dromm,City University of New York,136400434,Cleared,5000,CUNY,Queensborough Community College - Student Fellow Program,222-05 56th Avenue,,Bayside,NY,11364,To support the Kupferberg Holocaust Center Student Fellowship program.,,,QUEENS,40.75349,-73.757957,411,23,138501,4439440,4074900002,Oakland Gardens
FY19 09940,2019,Local,Vallone,City University of New York,136400434,Cleared,10000,CUNY,Queensborough Community College - Student Fellow Program,222-05 56th Avenue,,Bayside,NY,11364,Funding will help support various exhibits and the student fellowship program.,,,QUEENS,40.75349,-73.757957,411,23,138501,4439440,4074900002,Oakland Gardens
FY19 09987,2019,Speaker's Initiative,,City University of New York,136400434,Cleared,50000,CUNY,"Queensborough Community College Auxiliary Enterprise Association, Inc.",222-05 56th Avenue,,Bayside,NY,11364,"To support the research, planning, and writing stages of an exhibition for Fall 2018.",,,QUEENS,40.75349,-73.757957,411,23,138501,4439440,4074900002,Oakland Gardens
FY19 10008,2019,Local,Constantinides,City University of New York,133893536,Cleared,1000,CUNY,Science and Resilience Institute at Jamaica Bay for education - CUNY I. at Brooklyn College,524 West 59th Street,,New York,NY,10019,Funds will be used to defray the cost of running an in-school arts program in a Council District 22 school.,,,MANHATTAN,40.770794,-73.988534,104,6,147,1027084,1010870005,Lincoln Square
FY19 06053,2019,Veterans Community Development,,City University of New York,133893536,Cleared,250000,CUNY,Veterans Community Development: Return and Opportunity Program,,,,,,"Funding expands CUNY's Project for Return and Opportunity program, which aids veterans studying at CUNY in navigating GI benefits and facilitating their transition into student life.",,,,,,,,,,,
FY19 01005,2019,Local,Miller,City University of New York,133893536,Cleared,5000,CUNY,York College - Performing Arts Center,,,,,,Funding will support general operating costs for York College's Performing Arts Center.,,,,,,,,,,,
FY20 10949,2020,Support Our Seniors,Holden,City University of New York,136400434,Cleared,10000,CUNY,"Queensborough Community College Auxiliary Enterprise Association, Inc.",,,,,,This funding will support senior services citywide.,,,,,,,,,,,
FY20 06862,2020,CUNY Research Institutes,,City University of New York,133893536,Cleared,285000,CUNY,Haitian Studies Institute - Brooklyn College,,,,NY,,"This allocation supports six research-focused, non-degree granting institutes housed in colleges within the City University of New York.",,,,,,,,,,,
FY20 01015,2020,Local,Speaker,City University of New York,136400434,Cleared,75000,CUNY,CUNY LGBTQI Student Leadership Program,,,,,,Funds will be used for the program administrative budget of the LGBTQI Student Leadership Program,,,,,,,,,,,
FY20 01005,2020,Local,Constantinides,City University of New York,133893536,Cleared,5000,CUNY,CUNY One Boat,,,,NY,,Funds will be used to provide environmental education programming in Jamaica Bay aboard the CUNY I vessel.,,,,,,,,,,,
FY20 10524,2020,Local,Constantinides,City University of New York,133893536,Cleared,6165,CUNY,CUNY One Boat,,,,NY,,Funds will be used to provide environmental education programming in Jamaica Bay aboard the CUNY I vessel.,,,,,,,,,,,
FY20 01004,2020,Local,Deutsch,City University of New York,133893536,Cleared,50000,CUNY,CUNY School of Law - CLRN Legal,,,,NY,,"Funding to support legal services for vulnerable families and seniors, with regard to general areas of law.",,,,,,,,,,,
FY20 00969,2020,Local,Levine,City University of New York,133893536,Cleared,3500,CUNY,CUNY School of Law - Community Legal Counseling,,,,NY,,Funding for legal services including advice and assistance in Council District 7.,,,,,,,,,,,
FY20 00982,2020,Local,Dromm,City University of New York,133893536,Cleared,7500,CUNY,CUNY School of Law - Community Legal Counseling,,,,NY,,To support legal services including information and consultations in Council District 25.,,,,,,,,,,,
FY20 06579,2020,Access to Food and Nutritional Education,,City University of New York,133893536,Cleared,1000000,CUNY,,,,,,,Funding of $1 million supports a pilot program at the City University of New York (CUNY) to increase food access for food insecure CUNY students.,,,,,,,,,,,
FY20 05059,2020,Adult Literacy Initiative,,City University of New York,136400434,Cleared,50000,CUNY,Borough of Manhattan Community College Adult Literacy Initiative,,,,,,"To support basic literacy, English for Speakers of Other Languages, and High School Equivalency classes, as well as civics education classes, for adults who cannot read, write or speak English, in addition to funding support services such as counseling and case management.",,,,,,,,,,,
FY20 05060,2020,Adult Literacy Initiative,,City University of New York,136400434,Cleared,100000,CUNY,Bronx Community College Adult Literacy Initiative,,,,,,"To support basic literacy, English for Speakers of Other Languages, and High School Equivalency classes, as well as civics education classes, for adults who cannot read, write or speak English, in addition to funding support services such as counseling and case management.",,,,,,,,,,,
FY20 05061,2020,Adult Literacy Initiative,,City University of New York,136400434,Cleared,100000,CUNY,LaGuardia Community College Adult Literacy Initiative,,,,,,"To support basic literacy, English for Speakers of Other Languages, and High School Equivalency classes, as well as civics education classes, for adults who cannot read, write or speak English, in addition to funding support services such as counseling and case management.",,,,,,,,,,,
FY20 05062,2020,Adult Literacy Initiative,,City University of New York,133893536,Cleared,75000,CUNY,Medgar Evers College Adult Literacy Initiative,,,,NY,,"To support basic literacy, English for Speakers of Other Languages, and High School Equivalency classes, as well as civics education classes, for adults who cannot read, write or speak English, in addition to funding support services such as counseling and case management.",,,,,,,,,,,
FY20 05063,2020,Adult Literacy Initiative,,City University of New York,133893536,Cleared,100000,CUNY,NYC City College of Technology Adult Literacy Initiative,,,,NY,,"To support basic literacy, English for Speakers of Other Languages, and High School Equivalency classes, as well as civics education classes, for adults who cannot read, write or speak English, in addition to funding support services such as counseling and case management.",,,,,,,,,,,
FY20 00951,2020,Anti-Poverty,Cornegy,City University of New York,133893536,Cleared,15000,CUNY,CUNY School of Law - Legal Services,,,,NY,,Funds will be used to support legal services including advice and assistance in Council District 36.,,,,,,,,,,,
FY20 10626,2020,Borough Presidents' Discretionary Funding Restoration,,City University of New York,133893536,Cleared,4500,CUNY,El Barrio Share Program,,,,NY,,"This allocation supports senior services including senior centers, meals, case management, homecare, transportation, and other services.",,,,,,,,,,,
FY20 00952,2020,Boroughwide Needs Initiative,Queens Delegation,City University of New York,136400434,Cleared,25000,CUNY,Queensborough Community College - Kupferberg Holocaust Center,,,,,,"To fund the Kupferberg Holocaust Center’s exhibitions, programs, and services.",,,,,,,,,,,
