MOCS ID,Fiscal Year,Source,Council Member,Legal Name of Organization,EIN,Status,amount,Agency,Program Name,Address,Address 2 (optional),City,State,Postcode,Purpose of Funds,Fiscal Conduit Name,FC EIN,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
FY16 6933,2016,Cultural Immigrant Initiative,Eugene,Make The Road New York,113344389,Cleared,15625,DCLA,,301 Grove Street,,Brooklyn,New YorkNY,11237,The funds will be used to support cultural organizations to provide programming focused on the cultural history or traditions of an immigrant community in New York City. This initiative would increase access to unique cultural offerings that focus on immigrant heritages.,,,BROOKLYN,40.698448,-73.915629,4,37,433,3075926,3033170041,Bushwick North
FY16 6991,2016,Cultural Immigrant Initiative,Vallone,Conrad Poppenhusen Association,111633524,Cleared,15625,DCLA,,114-04 14th Road,PO Box 91,College Point,New YorkNY,11356-1422,The funds will be used to support cultural organizations to provide programming focused on the cultural history or traditions of an immigrant community in New York City. This initiative would increase access to unique cultural offerings that focus on immigrant heritages.,,,QUEENS,40.78462,-73.853042,7,19,929,4098136,4040670001,College Point
FY16 4817,2016,Local,Rosenthal,Young Men's Christian Association of Greater New York,131624228,Cleared,3000,DYCD,,5 West 63rd Street,6th Floor,New York,New YorkNY,10023,Funds support the Jr Knicks basketball program,,,MANHATTAN,40.770689,-73.980465,7,6,149,1027468,1011160024,Lincoln Square
FY16 2185,2016,Local,Miller,"Jazzmobile, Inc.",132614483,Cleared,5000,DCLA,,91 Claremont Avenue,,New York,New YorkNY,10027,"The funding e to employ musicians, audio engineers, and to market the program to the neighborhoods visited.",,,MANHATTAN,40.811452,-73.962701,9,7,205,1075480,1019910031,Morningside Heights
FY16 3618,2016,Local,Koslowitz,Public School 139Q - Rego Park School,136400434,Cleared,7000,DOE,,93-06 63rd Drive,,Rego Park,New YorkNY,11374,"Funding to be used for programming either Percussion drumming, Circus Arts, Dance on Broadway, yoga, and Dancing Classrooms",,,QUEENS,40.72814,-73.863582,6,29,693,4072457,4030950050,Rego Park
FY16 0164,2016,Youth,Chin,Apex for Youth,133650718,Cleared,7500,DYCD,,80 Maiden Lane,Suite 1102,New York,New YorkNY,10038,"Funds will support the one-on-one mentoring program by supporting the staff needed to match the youth and mentors, background checks for the volunteers, and coordinating and subsidizing the activities.",,,MANHATTAN,40.707116,-74.007329,1,1,7,1001015,1000420031,Battery Park City-Lower Manhattan
FY16 1349,2016,Local,Dickens,"Doing Art Together, Inc.",133363579,Cleared,5000,DCLA,,127 west 127th street,Suite 304,New York,New YorkNY,10027,"Funds are used to develop  and offer a quality art-integrated curricula specific to each school and grade; 2) increasing students’ interest in, and excitement for, learning and 3) increasing family participation in their children’s education, transforming the school culture.",,,MANHATTAN,40.809488,-73.945496,10,9,224,1057904,1019120012,Central Harlem North-Polo Grounds
FY16 7739,2016,Adult Literacy Initiative,Bronx Delegation,Phipps Community Development Corporation,132707665,Cleared,70000,DYCD,,902 Broadway,13th Floor,New York,New YorkNY,10010,"This allocation represents a restoration of $750,000 from Fiscal 2015, as well as an enhancement of $630,000. This funding creates additional basic literacy, English for Speakers of Other Languages and Graduate Equivalent Degree classes for adults who cannot read, write or speak English, in addition to funding support services such as counseling and case management.",,,MANHATTAN,40.739279,-73.989726,5,2,52,1016201,1008490016,Hudson Yards-Chelsea-Flatiron-Union Square
FY16 6499,2016,Domestic Violence and Empowerment (DoVE) Initiative,Greenfield,"Imeinu, Inc.",260774611,Cleared,30000,MOCJ,,3815 Ave P,,Brooklyn,New YorkNY,11234,"This allocation represents a restoration of $4 million and an enhancement of $680,000. The allocation for the DoVE Initiative will support the neighborhood-based provision of domestic violence services in New York City. The funds will be used to support community-based organizations that provide prevention and empowerment workshops, comprehensive service referrals and legal advocacy to victims of domestic violence. Safe Horizon will administer this program and provide technical assistance to the providers.",,,BROOKLYN,40.617337,-73.936994,18,45,648,3211944,3077000003,Georgetown-Marine Park-Bergen Beach-Mill Basin
FY16 4474,2016,Anti-Poverty,Borelli,"United Activities Unlimited, Inc.",132921483,Cleared,10000,DYCD,,1000 Richmond Terrace Bldg P,,Staten  Island,New YorkNY,10301,"to provide program support, employ staff, and pay space usage at PS44.",,,STATEN IS,40.645232,-74.104674,1,49,97,5000000,5000760200,West New Brighton-New Brighton-St. George
FY16 4839,2016,Youth,CD28,Young Men's Christian Association of Greater New York,131624228,Cleared,25000,DYCD,,5 West 63rd Street,,New York,New YorkNY,10023,"The funds being requested will be used to support free after school activities (YAS), Junior Knicks at City Public Schools in South East Queens and youth programs in conjunction with Antioch Baptist Church. The program will also provide a safe and engaging place to go in the after school hours, while teaching youth about teamwork, healthy lifestyles, leadership skills and the importance of physical activity.",,,MANHATTAN,40.770689,-73.980465,7,6,149,1027468,1011160024,Lincoln Square
FY16 4669,2016,Local,Rodriguez,"West 181st Street Beautification Project, Inc.",133745342,Cleared,5000,DYCD,,880 West 181 Street 4b,,New York City,New YorkNY,10033-4473,Funding for staff to supervise youth and families in toddlers Playground and community garden. Staff will also help plan and lead special events.,,,MANHATTAN,40.851706,-73.941829,12,10,265,1064327,1021770242,Washington Heights South
FY16 2948,2016,Local,Rosenthal,"New Workforce Directions, Inc.",272323749,Cleared,5000,DYCD,,1250 Broadway Suite 810,,New York,New YorkNY,10001,"Support community engagement, including employer engagement and outreach to other local organizations to develop Westside Employs the Westside.",,,MANHATTAN,40.747571,-73.988018,5,4,76,1015805,1008330011,Midtown-Midtown South
FY16 0233,2016,Local,Constantinides,"Astoria Performing Arts Center, Inc.",651209580,Cleared,24000,DCLA,,3412 36th Street ste 1232,,Astoria,New YorkNY,11106,Funding will be used subsidize costs for theater programs for community residents,,,QUEENS,40.757444,-73.92356,1,26,57,4009635,4006430001,Astoria
FY16 1473,2016,Local,Garodnick,"Emerging Artists Theatre Company, Inc.",133740018,Cleared,5000,DCLA,,15 West 28th Street,3rd floor,New York,New YorkNY,10001-6439,"Funding will support the New Work Series, presenting female and male solo artists' musical work in progress before an audience for discussion and feedback.",,,MANHATTAN,40.74515,-73.988383,5,4,76,1015728,1008300030,Midtown-Midtown South
FY16 7473,2016,Local,Vacca,New York Academy of Medicine,131656674,Cleared,5000,DFTA,,1216 Fifth Avenue,,New York,New YorkNY,10029-5202,to support the existing community advisory group and maintenance of age-friendly neighborhood efforts in Council District 13.,,,MANHATTAN,40.792101,-73.952174,11,8,168,1051496,1016080069,East Harlem South
FY16 0320,2016,Aging,Williams,Bergen Basin Community Development Corporation d/b/a Millennium Development,113199040,Cleared,12000,DFTA,,2331 Bergen Avenue,,Brooklyn,NY,11234,"Funds will be used to support Activity Specialists in orchestrating health wellness classes such as yoga, exercise, tai chi, stretch band exercise, dance and computer learning at senior centers with healthy snacks and activity supplies.",,,BROOKLYN,40.618438,-73.899564,18,46,706,3346314,3084701350,Georgetown-Marine Park-Bergen Beach-Mill Basin
FY16 4039,2016,Local,Williams,Seeds in the Middle,271847142,Cleared,3000,DYCD,,153 Warren Street,,Brooklyn,New YorkNY,11201,Funding will be used to support healthy activities ( Farmers Market for a Day) in CM Williams District.,,,BROOKLYN,40.687821,-73.996993,6,39,45,3003252,3003010045,Carroll Gardens-Columbia Street-Red Hook
FY16 4104,2016,Local,Mendez,"Seven Loaves, Inc.",132744557,Cleared,5000,DCLA,,239 East 5th Street,Suite 1D,new york,NY,10003-8544,Funding to defray cost of Artists fees and educational materials (Puppetry and literacy program / Free-to-audience performances /East Village Dance Project at 55 Avenue C Studio),,,MANHATTAN,40.727345,-73.990305,3,2,38,1006629,1004610035,East Village
FY16 2817,2016,Youth,Koo,"MOUSE, Inc.",133973196,Cleared,5000,DYCD,,55 Broad Street 16th Floor,,New York,New YorkNY,10004,"Funds will be used to build the capacity of the MOUSE Squad and MOUSE Corp programs in Council District 20. Funding will support STEM-focused and professional experiences for students, and allow students to receive practical hands-on training in 3D printing, computer aided design, robotics, game design, technology repair, coding and much more.",,,MANHATTAN,40.705189,-74.011505,1,1,9,1000821,1000250001,Battery Park City-Lower Manhattan
FY16 5537,2016,"Senior Centers, Programs, and Enhancements",,"Lifestyles for the Disabled, Inc.",133740011,Cleared,5000,DFTA,,930 Willowbrook Road,Building 12-G,Staten Island,New YorkNY,10314,This allocation enhances and restores baselined funding to DFTA senior center programs and services and provides additional funding to senior centers that are underfunded or over utilized.,,,STATEN IS,40.603318,-74.141798,2,50,27301,5107306,5020400400,New Springville-Bloomfield-Travis
FY16 1520,2016,Youth,Gibson,Family Life Academy Charter School,134170389,Cleared,8000,DYCD,,14 West 170th Street,,Bronx,New YorkNY,10452-3227,"Funding will support a summer enrichment and academic intervention program, including staff, educational materials, supplies and community parent workshops.",,,BRONX,40.840421,-73.918293,4,16,219,2008292,2028560029,Highbridge
FY16 0610,2016,Local,Levin,"Brooklyn Pitbulls Youth Football, Inc.",770611633,Cleared,3500,DYCD,,162 Albany Avenue Ste 2C,,Brooklyn,New YorkNY,11213,"To provide transportation, trophies, insurance, and equipment needed.",,,BROOKLYN,40.675096,-73.938875,8,36,311,3030840,3012230046,Crown Heights North
FY16 1288,2016,Local,Menchaca,Department of Parks and Recreation,136400434,Cleared,12000,DPR,,,,,,,Funding will be used to support operational costs of a zumba class at the Sunset Park Recreation Center.,,,,,,,,,,,
FY16 5538,2016,"Senior Centers, Programs, and Enhancements",,"Regional Aid for Interim Needs, Inc.",136213586,Cleared,25000,DFTA,Gunhill Neighborhood Senior Center,811 Morris Park Avenue,,Bronx,New YorkNY,10462,This allocation enhances and restores baselined funding to DFTA senior center programs and services and provides additional funding to senior centers that are underfunded or over utilized.,,,BRONX,40.846052,-73.862177,11,13,232,2043661,2040540005,Van Nest-Morris Park-Westchester Square
FY16 1838,2016,Youth,Rose,Grace Foundation of New York,134131863,Cleared,5000,DYCD,,460 Brielle Avenue,Building W,Staten Island,NY,10314,"Funds will be utilized to help cover the administrative, operational and staffing costs associated providing services for children and families impacted by Autism Spectrum Disorder, including after school and weekend recreation, social skills, performing arts, support programs for children and families impacted by Autism Spectrum Disorder (ASD).",,,STATEN IS,40.593798,-74.135437,2,50,181,5141697,5009550100,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
FY16 7607,2016,Injection Drug Users Health Alliance (IDUHA),,Family Services Network of New York,112592651,Cleared,44541,DOHMH,,1420 Bushwick Avenue,,Brooklyn,New YorkNY,11207,"This allocation aims to combat the spread of HIV/AIDS as passed through intravenous drug use through enabling sterile syringe access, facilitating hepatitis C care coordination and through offering overdose prevention, addiction treatment, and mental health screening services.",,,BROOKLYN,40.684318,-73.909056,4,37,403,3080067,3034440022,Bushwick South
FY16 0589,2016,Local,Cumbo,Brooklyn Defender Services,113305406,Cleared,4500,DYCD,,177 Livingston St,7th floor,Brooklyn,New YorkNY,11201,"Funding will be used to support additional staff positions to provide critical legal and social services to address the civil legal needs of justice and child welfare-involved adults, youth and their families",,,BROOKLYN,40.690019,-73.986701,2,33,37,3391746,3001567501,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
FY16 5129,2016,Cultural After-School Adventure (CASA),Mark-Viverito,"Bronx Arts Ensemble, Inc.",510186869,Cleared,20000,DCLA,PS 206 Jose Celso Barbosa,80 Van Cortlandt Park South,Suite 7D-1,Bronx,New YorkNY,10463,This funding supports after-school programs that are in partnership with cultural programs and institutions to provide arts enrichment citywide.,,,BRONX,40.884706,-73.889991,8,11,281,2015473,2032520209,Van Cortlandt Village
FY16 1343,2016,Local,Koslowitz,"Doe Fund, Inc., The",133412540,Cleared,62000,DHS,,232 East 84th Street,,New York,New YorkNY,10028,"The purpose of the project is two fold. First, the Community Improvement Project will work to beautify commercial and residential areas of the 29th District, as specified by Council Member Koslowitz. The second purpose of the project is to provide transitional work and training slots to the participants of The Doe Funds€™s nationally recognized Ready, Willing  Able program. The men in blue, all formerly homeless or formerly incarcerated, are taking part in the nine to twelve (12) month program and receiving holistic social services in addition to full time paid work and training opportunities as they work toward lives of self sufficiency.",,,MANHATTAN,40.777142,-73.954102,8,5,138,1048714,1015290033,Yorkville
FY16 6645,2016,Infant Mortality Reduction,,Bronx Health Link,134045022,Cleared,125606,DOHMH,,851 Grand Concourse,,Bronx,New YorkNY,10451,"This allocation promotes women’s health before, during, and after pregnancy and works in areas with the highest infant mortality rates to improve maternal and child health outcomes through a network of community based providers offering a range of interventions: outreach, referrals, workshops, case management, and peer education.",,,BRONX,40.825999,-73.923131,4,8,63,2002869,2024680001,West Concourse
FY16 2746,2016,Local,Gentile,"Midtown Management Group, Inc.",133192793,Cleared,20000,DCLA,,630 Ninth Avenue,Suite 802,New York,New YorkNY,10036-3746,"Funds will support the Bridge to Broadway program, including assigning an Inside Broadway teaching artist to teach classes of school children choreography, voice, and acting and how to use these skills to perform in their own production for the school and community.",,,MANHATTAN,40.760038,-73.991449,4,3,121,1024982,1010350001,Clinton
FY16 7814,2016,Restorative Justice Program,,"New York Peace Institute, Inc.",451964622,Cleared,50000,DOE,The Urban Assembly School for Global Commerce,111 John Street Suite 600,,New York,New YorkNY,10038,This allocation will support the implementation of a pilot restorative justice program which will change the culture of the chosen 15 schools approach to school disciplinary policies.,,,MANHATTAN,40.707671,-74.005764,1,1,1502,1001167,1000750030,Battery Park City-Lower Manhattan
FY16 2648,2016,Aging,Ferreras-Copeland,"Medicare Rights Center, Inc.",133505372,Cleared,5000,DFTA,,520 Eighth Ave North Wing 3rd Floor,,New York,New YorkNY,10018,"To support a Town Hall Enrollment and Outreach Day in district 21, to education community residents on state and federal public benefits, and to answer questions on new state-mandated Medicare and Medicaid plans, New York’s health insurance marketplace and other 2015 changes to the Medicare program. Funding also supports constituent follow up eligible for public benefits to ensure successful completion of their applications.",,,MANHATTAN,40.753612,-73.992417,5,3,109,1083624,1007860001,Midtown-Midtown South
FY16 3334,2016,Youth,Mendez,"Nuyorican Poets Café, Inc.",510139390,Cleared,5000,DYCD,,236 East 3rd Street,,New York,New YorkNY,10009,Funding to support daytime and after school literacy and performance programs at Nuyorican Poets Café,,,MANHATTAN,40.722274,-73.982048,3,2,2202,1004592,1003850023,Lower East Side
FY16 5657,2016,Cultural After-School Adventure (CASA),Koo,"Queens Botanical Garden Society, Inc.",111635083,Cleared,20000,DCLA,Public School 24Q,43-50 Main Street,,Flushing,New YorkNY,11355,This funding supports after-school programs that are in partnership with cultural programs and institutions to provide arts enrichment citywide.,,,QUEENS,40.751508,-73.826092,7,20,79702,4439682,4051070200,Flushing
FY16 7086,2016,Support for Victims of Human Trafficking,,"Fund for the City of New York, Inc.",132612524,Cleared,52935,MOCJ,Center for Court Innovation,520 8th Avenue 18th Floor,,New York,New YorkNY,10018,"Funding will support non-profit organizations that provide services to victims of human trafficking in the City’s five human trafficking courts. Defendants and victims in human trafficking court will be offered mental health, educational, immigration, and employment counseling services.",,,MANHATTAN,40.753612,-73.992417,5,3,109,1083624,1007860001,Midtown-Midtown South
FY16 2959,2016,Local,Chin,"New York Asian Women's Center, Inc.",133286250,Cleared,5000,MOCJ,,32 Broadway 10th Floor,,New York,New YorkNY,10004,"Funds will help support staff, rent, and other operating costs for NYAWC's domestic violence and elder abuse prevention work.",,,MANHATTAN,40.706045,-74.013096,1,1,9,1078979,1000220017,Battery Park City-Lower Manhattan
FY16 3319,2016,Youth,Rodriguez,Northern Manhattan Improvement Corporation,132972415,Cleared,4000,DYCD,,45 Wadsworth Avenue,,New York,New YorkNY,10033,"Funding to support College counseling through which case managers provide comprehensive information about the availability, and benefits, of post-secondary education; financial aid/planning through which financial counselors certified by the New York City Office of Financial Empowerment work with young adults to build, and execute, an appropriate college financing plan and complete the FAFSA form; and college tours, which expand students’ horizons and can build their interest in attending college while simultaneously enhancing their admission prospects.",,,MANHATTAN,40.846186,-73.937623,12,10,263,1089928,1021440003,Washington Heights South
FY16 1920,2016,Local,Williams,"Haiti Cultural Exchange, Inc.",342034041,Cleared,5000,DCLA,,558 St Johns Place,,Brooklyn,New YorkNY,11238,"Funds for Selebrasyon held between May to June of 2016 will support artist fees, production costs, and distribution of promotional materials.",,,BROOKLYN,40.672888,-73.959631,8,35,217,3029584,3011780024,Crown Heights North
FY16 5891,2016,Parks Equity Initiative,Maisel,Department of Parks and Recreation,136400434,Cleared,6000,DPR,Seaview Park,830 5th Avenue,,NY,NY,10065,"Provide supplies, equipment and personnel for on-going clean up efforts at Seaview Park in Canarsie Brooklyn, NY 11236.",,,MANHATTAN,40.767711,-73.970516,64,6,143,1083811,1011110001,park-cemetery-etc-Manhattan
FY16 0141,2016,Aging,Lander,"American-Italian Coalition of Organizations, Inc. (AMICO)",112488439,Cleared,7500,DFTA,,138 Bay 20th Street,,Brooklyn,New YorkNY,11214,To support education and wellness programs for seniors.,,,BROOKLYN,40.603701,-74.004001,11,43,280,3167752,3064040042,Bath Beach
FY16 7633,2016,Healthy Aging Initiative,Greenfield,"Agudath Israel of America Community Services, Inc.",133975090,Cleared,12500,DFTA,,42 Broadway,,New York,NY,10004,"Funds will be used for rec/ed,  printing, replacement items, and contracts  fees",,,MANHATTAN,40.70627,-74.012909,1,1,9,1000812,1000220020,Battery Park City-Lower Manhattan
FY16 6008,2016,Autism Awareness,,"My Time, Inc.",680646329,Cleared,70031,DOHMH,,1312 E 84th St,,Brooklyn,New YorkNY,11236,"This allocation supports wraparound services to autistic children in after-school, summer programs and during school closings. The program will also provide forums and training seminars to teach coping skills to families affected by autism.",,,BROOKLYN,40.630452,-73.902652,18,46,1004,3227247,3080740040,Canarsie
FY16 0441,2016,Youth,Rose,Brighton Heights Reformed Church,135596812,Cleared,5000,DYCD,,320 St Marks Place,,Staten Island,New YorkNY,10301,"Funds will be utilized to help cover the administrative, operational and staffing costs associated with running a youth orchestra and the activities of the Enrichment program.",,,STATEN IS,40.642033,-74.078163,1,49,3,5000187,5000160068,West New Brighton-New Brighton-St. George
FY16 1019,2016,Local,Rose,College of Staten Island,136400434,Cleared,6000,CUNY,,2800 Victory Boulevard,,Staten Island,New YorkNY,10314,The funds will be used to continue its breast cancer study program and to support CSI's Breast Cancer month activities.,,,STATEN IS,40.608853,-74.153335,2,50,27301,5000000,5020400001,New Springville-Bloomfield-Travis
FY16 5396,2016,"Healthy Women, Healthy Future",,"Caribbean Women's Health Association, Inc.",133323168,Cleared,9600,DOHMH,,3512 Church Ave,,Brooklyn,New YorkNY,11203,"This allocation to supports an array of doula services to expectant mothers and women of childbearing age. This funding supports the following: (1) birth doula care; (2) postpartum doula care; (3) program oversight including doula care coordination, training coordination, technical assistance and capacity building for all five Boroughs; (4)program evaluation; focus groups and surveys of doulas and program participants; and (5) doula training whereby doulas will be trained as birth and/or post-partum doulas.",,,BROOKLYN,40.651069,-73.944541,17,45,856,3109468,3048890005,East Flatbush-Farragut
FY16 4464,2016,Local,Chin,Underground Development Foundation,275125988,Cleared,5000,DYCD,,5 White Street 4B,,New York,New YorkNY,10013-2471,"Funds will support public programming including educational activities for school groups, afterschool programs, public street fairs, art exhibits and lectures at the Lowline Lab, a long-term art and technology exhibit space in the LES.",,,MANHATTAN,40.719322,-74.005887,1,1,33,1001988,1001780022,SoHo-TriBeCa-Civic Center-Little Italy
FY16 3394,2016,Local,Ulrich,"One Stop Richmond Hill Community Center, Inc.",680602829,Cleared,10000,DYCD,,110-08 Jamaica Avenue,,Richmond Hill,NY,11418,"Funds will be used for the Mommy and Me program and associated costs, salaries, equipment and supplies, contractual and consultant services, videoconferencing fees, postage, insurance and utilities related to programs.",,,QUEENS,40.696451,-73.837761,9,28,12601,4194816,4093000084,Richmond Hill
FY16 1162,2016,Local,Speaker,"Council of Jewish Organizations of Flatbush, Inc.",112864728,Cleared,100000,DYCD,,1523 Avenue M,3rd Floor,Brooklyn,NY,11230-5211,"To sustain the continuous operations of our 8 major vitally needed programs: Our Social Services/Benefits  Entitlements/Case Management, Emergency Assistance/Crisis Intervention, Client Advocacy/Representation, CHP/FHP, Legal Services, Employment Services, Comprehensive Senior Programs, and Brooklyn Business Outreach Center/ Financial Counseling.",,,BROOKLYN,40.61808,-73.959427,14,44,768,3406670,3067350044,Midwood
FY16 6582,2016,COMPASS Slot Restoration,,"Salvation Army, The",135562351,Cleared,103600,DYCD,,120 West 14th Street,,New York,New YorkNY,10011,"This allocation restores more than 3,400 Comprehensive Afterschool System (COMPASS) program slots across four boroughs. Programs will provide afterschool and summer programming to elementary school-aged children.",,,MANHATTAN,40.737704,-73.997676,2,3,71,1010639,1006090023,West Village
FY16 4279,2016,Youth,Kallos,"Stanley M. Isaacs Neighborhood Center, Inc.",132572034,Cleared,5000,DYCD,,415 East 93rd Street,,New York,New YorkNY,10128,"To provide funding for Cyclopedia, a bicycling program for youth. Cyclopedia works in a 7-week summer cycling program for a series of rides that are planned out by the youth with monthly rides  during the school year.  In addition to promoting health and wellness, youth increase their knowledge of mapping, geography, and New York City history. Children utilize technology to document and share their experiences using a weekly blog format.",,,MANHATTAN,40.780904,-73.945112,8,5,152,1082367,1015730001,Yorkville
FY16 4753,2016,Local,Van Bramer,Woodside Houses Tenants Association,112709027,Cleared,10000,NYCHA,,50-37 Newtown Road,Suite1D,Woodside,New YorkNY,11377-1800,"Funds will go towards office supplies monthly mailings , correspondence postage for large amounts of information to members and tenants, equipment maintenance, refreshments for meetings and events.",,,QUEENS,40.753724,-73.911047,1,26,163,4430993,4007360002,Astoria
FY16 3504,2016,Youth,Mendez,Phipps Community Development Corporation,132707665,Cleared,7500,DYCD,,902 Broadway,13th Floor,New York,New YorkNY,10010,Funding supports summer program classes and workshops at Plazas South Youth Services Program,,,MANHATTAN,40.739279,-73.989726,5,2,52,1016201,1008490016,Hudson Yards-Chelsea-Flatiron-Union Square
FY16 4881,2016,Alternatives to Incarceration (ATI's),,"Center for Alternative Sentencing and Employment Services, Inc. (CASES)",132668080,Cleared,728775,MOCJ,,151 LAWRENCE STREET,3RD FLOOR,BROOKLYN,New YorkNY,11201-5240,"This allocation represents a restoration of $4.1 million and an enhancement of $332,000. Alternative-to-Incarceration (ATI) programs provide intermediate sanctions, such as community service and substance abuse counseling that offer judges an alternative to pre-trial detention, a sentence in jail, or prison for eligible defendants. In addition, ATI programs provide a range of rehabilitative services for defendants and allow jail beds to be made available for more violent offenders who pose a threat to the community.",,,BROOKLYN,40.691506,-73.986297,2,33,11,3000404,3001520006,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
FY16 6849,2016,NYC Support Our Seniors,Cohen,"Riverdale Senior Services, Inc.",237357997,Cleared,14705,DFTA,,2600 Netherland Ave,,Bronx,New YorkNY,10463,"Council Members will each designate $29,411 to any organization funded through a city agency that provides senior services and programming.",,,BRONX,40.878744,-73.915679,8,11,29302,2083247,2057220475,Spuyten Duyvil-Kingsbridge
FY16 3854,2016,Boro,Brooklyn Delegation,"Resource Training Center, Inc.",113411856,Cleared,5000,DOHMH,,449 39th Street,,Brooklyn,New YorkNY,11232-2509,"Funds will pay for Substance Abuse Counselors for 12 months who will be focused on engaging, treating, and preventing heroin/opioid addiction among the highest needs groups.",,,BROOKLYN,40.651944,-74.005017,7,38,84,3395718,3007050057,Sunset Park West
FY16 1939,2016,Youth,Constantinides,"HANAC, Inc.",112290832,Cleared,23000,DYCD,,49W 45th Street 4th Floor,,New York,New YorkNY,10036,"Funding will be used to provide homework help, tutoring, translation, and other services for Astoria's youth",,,MANHATTAN,40.756087,-73.981072,5,4,96,1034242,1012610015,Midtown-Midtown South
FY16 0334,2016,Local,Dickens,"Beth-Hark Christian Counseling Center, Inc.",133276481,Cleared,5000,DYCD,,2-26 East 120th Street,,New York,New YorkNY,10035-2737,"The funds will be utilized to expand our Emergency Food Assistance Program in three ways:

    1 - To keep pace with the growing needs of the food insecure in our city

    2-  Supplement current purchased of nutritious food items, including fresh fruits and vegetable;

    3-  To facilitate the continued expansion of nutrition education services, which includes hands-on workshops and the distribution of free educational materials",,,MANHATTAN,40.803117,-73.944364,11,9,198,1087768,1017467501,East Harlem North
FY16 3340,2016,Local,Koslowitz,"NYC Family Serenity, Inc.",452938143,Cleared,5000,DYCD,,97-07 63 Rd,Apt 3N,Rego Park,New YorkNY,11374,"To host a free concert for the public on Mother’s Day, 2016 at the Forest Hills Jewish Center.",,,QUEENS,40.731084,-73.860538,6,29,71701,4431954,4020860050,Rego Park
FY16 4176,2016,Local,King,"Community Board Athletic Leadership League, Inc.",461603415,Cleared,5000,DYCD,,2003-05 Walton Avenue,,Bronx,New YorkNY,10453,"To support C-Ball Youth Membership Program to provide space, supplies, and other necessary costs for holding meetings, workshops, and events.",,,BRONX,40.852399,-73.907445,5,14,241,2008272,2028540064,Mount Hope
FY16 3791,2016,Local,Lancman,Rabbinical College of Queens,237048061,Cleared,10000,DYCD,,72-11 Vleigh Place,,Flushing,NY,11367,"Funds will be used for educational, cultural, and social programming, open to the public at large.",,,QUEENS,40.72652,-73.821128,8,24,77907,4144040,4066600034,Kew Gardens Hills
FY16 4139,2016,Local,Cumbo,Society for the Preservation of Weeksville and Bedford-Stuyvesant History,237330454,Cleared,5000,DCLA,,158 Buffalo Avenue,,Brooklyn,New YorkNY,11213,Funding will be used to support  Historic Hunterfly Road House tours.,,,BROOKLYN,40.673979,-73.92508,8,36,307,3035918,3013560050,Crown Heights North
FY16 0154,2016,Boro,Brooklyn Delegation,Ancient Song Doula Services,263694450,Cleared,5000,DOHMH,,375 Stuyvesant Avenue,2E,Brooklyn,New YorkNY,11233,"This city-wide project will provide a continuum of services that promote health and wellness for women and families across the life span. It will include the following: 1) A preconception (before pregnancy) care education program. The program will utilize the Office of Minority Health's Preconception Peer Educators training model.  It will consist of 12 cycles of a series of 8 education workshops. 2) For women and men aged 25 with no children or with a previous pregnancy and/or children the preconception and interconception services will consist of case management services;  health screenings, with referrals as needed; and workshops. 3) Pregnant women will receive Doula care services, which is includes childbirth education; labor, birth, and postpartum support, breastfeeding counseling and support. The proposed program aims to serve 775 pregnant!",,,BROOKLYN,40.681372,-73.931731,3,36,297,3047478,3016810006,Crown Heights North
FY16 6052,2016,Geriatric Mental Health,,"Service Program for Older People, Inc. (SPOP)",132947616,Cleared,79000,DOHMH,,302 West 91 Street,,New York,NY,10024-1011,"This allocation represents funding to strengthen the infrastructure of experienced organizations providing a range of mental health services in non-clinical settings such as senior centers, drop-in centers, religious institutions, social clubs, and homeless prevention programs and in the home.",,,MANHATTAN,40.792171,-73.975796,7,6,179,1034085,1012510022,Upper West Side
FY16 5951,2016,Parks Equity Initiative,Torres,City Parks Foundation,133561657,Cleared,6000,DPR,Quarry Ballfields,831 Fifth Avenue,,New York,,10065,Spring Programs for Children and Teens.,,,MANHATTAN,40.767492,-73.970671,64,6,143,,,park-cemetery-etc-Manhattan
FY16 3645,2016,Local,Barron,Purelements: An Evolution in Dance,205332584,Cleared,15000,DCLA,,1958 Fulton Street,409,Brooklyn,New YorkNY,11233,"Funds are intended to be used toward Purelements' Center of Artistic Refinement Program (COAR).    Curriculum includes Ballet, Modern, West African with musical accompanists), Hip Hop, Musical Theater, Jazz and Choreography.  Students develop and refine skills through rigorous technical training, performance opportunities and mentorship.  The impact of COAR on this underserved community is enormous, as it provides rigorous training in a small class setting, multiple youth performance opportunities, and arts events for area audiences.",,,BROOKLYN,40.678793,-73.920384,3,41,301,3042090,3015480019,Ocean Hill
FY16 0593,2016,Youth,Gentile,"Brooklyn Extreme Flag Football, Inc.",260789598,Cleared,1500,DYCD,,1065 60 Street,,Brooklyn,New YorkNY,11219,"Funds will provide equipment and pay for other program costs and support underprivileged children participating for free or for a significantly discounted fee in a flag football program for youth that teaches the rules of the game, discipline, character, and sportsmanship.","Bay Ridge Bensonhurst Beautification and Preservation Alliance, Inc.",113233233,BROOKLYN,40.632033,-74.003808,12,38,214,3347323,3057090051,Borough Park
